REFERENCE_NUMBER,NUMBER_OF_VEHICLES,FULL_DATE,FULL_TIME,ROAD_CLASS,ROAD_SURFACE_CODE,LIGHTING_CODE,WEATHER_CODE,CASUALTY_NUMBER,CASUALTY_CLASS,SEX_OF_CASUALTY,AGE_OF_CASUALTY,CASUALTY_SEVERITY,VEHICLE_1,VEHICLE_2,VEHICLE_3,VEHICLE_4,VEHICLE_5,VEHICLE_6,VEHICLE_7,VEHICLE_8,VEHICLE_9,VEHICLE_10
5221602,3,02/02/2018,1855,6,1,4,1,2,2,1,16,3,9,9,8,0,0,0,0,0,0,0
5221602,3,02/02/2018,1855,6,1,4,1,3,2,1,17,3,9,9,8,0,0,0,0,0,0,0
5221770,1,02/02/2018,2000,6,1,4,1,1,1,1,23,3,9,0,0,0,0,0,0,0,0,0
5230684,2,03/02/2018,1145,6,2,1,1,1,1,1,28,3,9,19,0,0,0,0,0,0,0,0
5230684,2,03/02/2018,1145,6,2,1,1,2,2,1,30,3,9,19,0,0,0,0,0,0,0,0
5230700,2,03/02/2018,1150,3,2,1,2,1,1,1,77,3,9,9,0,0,0,0,0,0,0,0
5230700,2,03/02/2018,1150,3,2,1,2,2,2,2,77,3,9,9,0,0,0,0,0,0,0,0
5230700,2,03/02/2018,1150,3,2,1,2,3,2,2,75,3,9,9,0,0,0,0,0,0,0,0
5230952,1,03/02/2018,1400,3,2,1,2,1,3,1,74,2,9,0,0,0,0,0,0,0,0,0
5231758,2,03/02/2018,2146,6,2,4,1,1,1,1,37,3,9,9,0,0,0,0,0,0,0,0
5231836,1,03/02/2018,2231,6,1,4,1,1,3,1,34,3,9,0,0,0,0,0,0,0,0,0
5240945,2,04/02/2018,435,3,1,4,1,1,2,1,21,3,9,8,0,0,0,0,0,0,0,0
5240945,2,04/02/2018,435,3,1,4,1,2,2,2,17,3,9,8,0,0,0,0,0,0,0,0
5240945,2,04/02/2018,435,3,1,4,1,3,2,2,17,3,9,8,0,0,0,0,0,0,0,0
5241389,2,04/02/2018,1735,3,1,4,1,1,2,1,3,3,9,9,0,0,0,0,0,0,0,0
5241389,2,04/02/2018,1735,3,1,4,1,2,2,2,36,3,9,9,0,0,0,0,0,0,0,0
5241529,2,04/02/2018,1850,3,1,4,1,1,1,1,41,3,9,9,0,0,0,0,0,0,0,0
5241529,2,04/02/2018,1850,3,1,4,1,2,1,2,35,3,9,9,0,0,0,0,0,0,0,0
5241529,2,04/02/2018,1850,3,1,4,1,3,2,2,38,3,9,9,0,0,0,0,0,0,0,0
5241545,1,04/02/2018,1900,6,1,4,1,1,2,2,10,3,9,0,0,0,0,0,0,0,0,0
5241812,2,04/02/2018,2120,6,1,4,1,1,1,1,57,3,3,9,0,0,0,0,0,0,0,0
5250960,2,05/02/2018,1315,6,1,1,1,1,1,1,20,3,9,9,0,0,0,0,0,0,0,0
5251184,2,05/02/2018,1512,6,1,1,1,1,1,1,68,3,9,21,0,0,0,0,0,0,0,0
5251712,2,05/02/2018,1900,6,1,4,1,1,1,1,29,3,9,9,0,0,0,0,0,0,0,0
5251712,2,05/02/2018,1900,6,1,4,1,2,1,1,30,3,9,9,0,0,0,0,0,0,0,0
5251726,1,05/02/2018,1806,6,1,4,1,1,3,2,27,3,11,0,0,0,0,0,0,0,0,0
5252158,1,05/02/2018,2315,6,1,4,1,1,3,1,22,3,9,0,0,0,0,0,0,0,0,0
5261209,2,06/02/2018,1620,1,1,1,1,1,1,2,45,3,21,9,0,0,0,0,0,0,0,0
5261603,1,06/02/2018,1930,6,2,4,1,1,3,1,27,2,11,0,0,0,0,0,0,0,0,0
5270223,1,07/02/2018,725,3,1,7,1,1,1,1,32,3,9,0,0,0,0,0,0,0,0,0
5270434,2,07/02/2018,947,1,1,1,1,1,1,1,54,3,19,19,0,0,0,0,0,0,0,0
5270548,3,07/02/2018,1048,1,1,1,1,1,1,1,46,3,21,21,9,0,0,0,0,0,0,0
5270548,3,07/02/2018,1048,1,1,1,1,2,2,1,61,3,21,21,9,0,0,0,0,0,0,0
5270548,3,07/02/2018,1048,1,1,1,1,3,2,1,42,3,21,21,9,0,0,0,0,0,0,0
5271687,2,07/02/2018,1955,6,1,4,1,1,1,1,52,3,8,9,0,0,0,0,0,0,0,0
5271687,2,07/02/2018,1955,6,1,4,1,2,1,1,40,3,8,9,0,0,0,0,0,0,0,0
5271913,1,07/02/2018,1730,6,1,4,1,1,2,2,41,3,8,0,0,0,0,0,0,0,0,0
5271995,1,07/02/2018,2305,6,4,4,1,1,1,1,27,3,9,0,0,0,0,0,0,0,0,0
5281420,1,08/02/2018,1805,6,1,7,1,1,3,2,21,3,9,0,0,0,0,0,0,0,0,0
5281685,2,08/02/2018,2030,1,2,4,1,1,1,1,22,3,9,9,0,0,0,0,0,0,0,0
5290494,2,03/02/2018,1330,6,1,1,1,1,1,1,64,3,9,9,0,0,0,0,0,0,0,0
5291212,1,09/02/2018,1415,6,1,1,1,1,2,2,55,3,11,0,0,0,0,0,0,0,0,0
5A11724,2,01/10/2018,2011,3,2,4,2,1,1,1,32,3,4,9,0,0,0,0,0,0,0,0
5A20328,2,02/10/2018,840,6,1,1,1,1,2,2,5,3,9,9,0,0,0,0,0,0,0,0
5A20351,3,02/10/2018,855,3,1,1,1,1,1,1,21,3,19,1,1,0,0,0,0,0,0,0
5A20351,3,02/10/2018,855,3,1,1,1,2,1,1,19,2,19,1,1,0,0,0,0,0,0,0
5A20523,2,02/10/2018,1050,3,1,1,1,1,1,1,56,3,9,1,0,0,0,0,0,0,0,0
5A20633,2,02/10/2018,1150,1,1,1,1,1,1,2,27,3,19,9,0,0,0,0,0,0,0,0
5A21133,2,01/10/2018,1630,6,1,1,1,1,1,1,42,2,1,9,0,0,0,0,0,0,0,0
5A21559,2,02/10/2018,1944,6,1,4,1,1,2,2,7,3,9,9,0,0,0,0,0,0,0,0
5A30363,2,03/10/2018,840,6,1,1,1,1,1,2,59,2,1,19,0,0,0,0,0,0,0,0
5A30576,2,03/10/2018,1100,3,1,1,1,1,2,2,60,3,9,9,0,0,0,0,0,0,0,0
5A31273,1,03/10/2018,1706,6,1,1,1,1,3,1,12,2,9,0,0,0,0,0,0,0,0,0
5A31385,2,03/10/2018,1745,6,1,1,1,1,1,2,44,3,9,9,0,0,0,0,0,0,0,0
5A31385,2,03/10/2018,1745,6,1,1,1,2,2,1,10,3,9,9,0,0,0,0,0,0,0,0
5A31571,2,27/09/2018,1500,6,1,1,1,1,1,2,38,3,9,9,0,0,0,0,0,0,0,0
5A51285,1,05/10/2018,1540,6,1,1,1,1,3,1,3,2,8,0,0,0,0,0,0,0,0,0
5A60746,3,06/10/2018,1209,6,1,1,1,1,1,2,44,3,9,9,9,0,0,0,0,0,0,0
5A60746,3,06/10/2018,1209,6,1,1,1,2,2,2,10,3,9,9,9,0,0,0,0,0,0,0
5A60746,3,06/10/2018,1209,6,1,1,1,3,2,2,8,3,9,9,9,0,0,0,0,0,0,0
5A61119,3,06/10/2018,1528,3,1,1,1,1,1,2,41,3,9,11,9,0,0,0,0,0,0,0
5A61119,3,06/10/2018,1528,3,1,1,1,2,2,1,7,3,9,11,9,0,0,0,0,0,0,0
5A61577,1,06/10/2018,1938,6,1,4,1,1,3,1,10,2,9,0,0,0,0,0,0,0,0,0
5A62042,2,06/10/2018,2347,3,1,4,1,1,2,1,21,3,11,8,0,0,0,0,0,0,0,0
5A70194,1,27/10/2018,146,6,1,4,1,1,3,1,37,3,9,0,0,0,0,0,0,0,0,0
5A70354,1,07/10/2018,430,6,1,4,1,1,3,1,22,2,8,0,0,0,0,0,0,0,0,0
5A70985,2,07/10/2018,1335,6,1,1,1,1,1,2,41,3,17,20,0,0,0,0,0,0,0,0
5A81259,2,08/10/2018,1642,6,1,1,1,1,3,1,34,3,8,9,0,0,0,0,0,0,0,0
5A81545,2,08/10/2018,1845,3,1,4,1,1,1,1,65,3,9,9,0,0,0,0,0,0,0,0
5A81545,2,08/10/2018,1845,3,1,4,1,2,2,2,63,3,9,9,0,0,0,0,0,0,0,0
5A82117,1,08/10/2018,1800,6,1,7,1,1,2,1,7,3,8,0,0,0,0,0,0,0,0,0
5A90960,2,13/10/2018,1345,6,1,1,1,1,1,1,56,3,9,1,0,0,0,0,0,0,0,0
5A91113,2,09/10/2018,1501,6,1,1,1,1,1,1,12,3,9,1,0,0,0,0,0,0,0,0
5A91255,1,09/10/2018,1100,6,1,1,1,1,3,1,50,3,9,0,0,0,0,0,0,0,0,0
5A91468,2,10/10/2018,1730,3,1,1,1,1,1,1,34,2,9,1,0,0,0,0,0,0,0,0
5AA0617,1,09/10/2018,1510,6,1,1,1,1,2,2,45,3,8,0,0,0,0,0,0,0,0,0
5AA0955,2,10/10/2018,1400,6,1,1,1,1,1,2,45,3,9,9,0,0,0,0,0,0,0,0
5AA1280,2,10/10/2018,1623,6,1,1,1,1,1,2,36,3,9,9,0,0,0,0,0,0,0,0
5AA1326,2,10/10/2018,1634,6,1,1,1,1,1,1,14,3,9,1,0,0,0,0,0,0,0,0
5AA1331,2,10/10/2018,1648,6,1,1,1,1,1,1,56,3,9,1,0,0,0,0,0,0,0,0
5AA1702,2,10/10/2018,1554,6,1,1,1,1,2,2,8,3,19,11,0,0,0,0,0,0,0,0
5AA1775,2,10/10/2018,2033,3,1,1,1,1,1,1,38,3,9,9,0,0,0,0,0,0,0,0
5AB0728,2,11/10/2018,1211,1,1,1,1,1,1,2,29,3,21,9,0,0,0,0,0,0,0,0
5AB1553,2,11/10/2018,1726,6,1,1,1,1,2,1,68,3,9,11,0,0,0,0,0,0,0,0
5AB1553,2,11/10/2018,1726,6,1,1,1,2,2,2,50,3,9,11,0,0,0,0,0,0,0,0
5AB1640,2,11/10/2018,1932,4,1,1,1,1,1,1,61,3,9,1,0,0,0,0,0,0,0,0
5AC0971,2,12/10/2018,1420,6,2,1,4,1,1,2,55,3,9,19,0,0,0,0,0,0,0,0
5AC1941,1,12/10/2018,2141,6,1,4,1,1,3,1,33,1,9,0,0,0,0,0,0,0,0,0
5AD0025,1,13/10/2018,10,6,2,4,2,1,3,1,20,3,9,0,0,0,0,0,0,0,0,0
5AD0086,1,13/10/2018,30,6,2,4,5,1,3,1,22,3,9,0,0,0,0,0,0,0,0,0
5AE0112,2,14/10/2018,48,6,1,4,1,1,2,1,32,3,9,9,0,0,0,0,0,0,0,0
5AE0112,2,14/10/2018,48,6,1,4,1,2,1,1,47,3,9,9,0,0,0,0,0,0,0,0
5AE0647,3,14/10/2018,1020,1,2,1,2,1,1,2,42,3,9,19,9,0,0,0,0,0,0,0
5AE0647,3,14/10/2018,1020,1,2,1,2,2,2,2,56,3,9,19,9,0,0,0,0,0,0,0
5AE0908,2,14/10/2018,1100,1,1,1,1,1,1,1,34,3,9,9,0,0,0,0,0,0,0,0
5AE0924,2,13/10/2018,1500,3,2,1,1,1,1,2,24,3,9,9,0,0,0,0,0,0,0,0
5AE0924,2,13/10/2018,1500,3,2,1,1,2,2,1,24,3,9,9,0,0,0,0,0,0,0,0
5AE0941,1,14/10/2018,1300,6,2,1,2,1,1,1,37,2,9,0,0,0,0,0,0,0,0,0
5AF0162,1,15/10/2018,406,6,2,6,2,1,1,1,25,3,19,0,0,0,0,0,0,0,0,0
5AF0162,1,15/10/2018,406,6,2,6,2,2,2,2,20,2,19,0,0,0,0,0,0,0,0,0
5AF0277,2,15/10/2018,747,3,2,1,2,1,3,2,15,2,9,9,0,0,0,0,0,0,0,0
5AF0277,2,15/10/2018,747,3,2,1,2,2,1,2,27,3,9,9,0,0,0,0,0,0,0,0
5AF0405,3,15/10/2018,925,1,1,1,1,1,1,2,36,3,9,9,9,0,0,0,0,0,0,0
5AF0759,2,15/10/2018,1242,3,1,1,1,1,1,1,47,3,9,9,0,0,0,0,0,0,0,0
5AF0879,1,15/10/2018,1333,6,2,1,1,1,3,1,90,2,9,0,0,0,0,0,0,0,0,0
5AF1145,2,15/10/2018,1520,6,1,1,1,1,2,1,70,3,9,9,0,0,0,0,0,0,0,0
5AF1211,2,15/10/2018,640,6,1,1,1,1,1,2,47,3,1,9,0,0,0,0,0,0,0,0
5AF1232,2,15/10/2018,1612,3,1,1,1,1,2,2,55,3,9,9,0,0,0,0,0,0,0,0
5AF1337,1,15/10/2018,1700,6,1,6,1,1,1,1,18,3,9,0,0,0,0,0,0,0,0,0
5AF1376,1,15/10/2018,1812,6,1,1,1,1,3,1,35,1,9,0,0,0,0,0,0,0,0,0
5AG0765,2,16/10/2018,1240,6,1,1,1,1,3,1,44,2,9,19,0,0,0,0,0,0,0,0
5AG1238,2,16/10/2018,1700,2,1,1,1,1,1,2,50,3,9,21,0,0,0,0,0,0,0,0
5AG1352,2,16/10/2018,1720,6,1,1,1,1,1,1,22,3,9,1,0,0,0,0,0,0,0,0
5AH0421,1,17/10/2018,835,6,1,1,1,1,2,2,50,3,11,0,0,0,0,0,0,0,0,0
5AH0978,2,17/10/2018,1405,3,1,1,1,1,1,1,40,3,1,9,0,0,0,0,0,0,0,0
5AI0028,1,18/10/2018,15,6,1,4,1,1,3,1,54,3,9,0,0,0,0,0,0,0,0,0
5AI0822,3,18/10/2018,1342,6,1,1,1,1,1,1,30,3,9,9,9,0,0,0,0,0,0,0
5AI0980,2,29/09/2018,127,6,1,4,1,1,2,1,46,3,9,9,0,0,0,0,0,0,0,0
5AI1224,2,20/10/2018,1655,1,1,1,1,1,2,2,74,3,9,9,0,0,0,0,0,0,0,0
5AI1224,2,20/10/2018,1655,1,1,1,1,2,2,2,28,3,9,9,0,0,0,0,0,0,0,0
5AI1448,2,18/10/2018,1828,3,1,6,1,1,1,1,57,2,9,1,0,0,0,0,0,0,0,0
5AJ0311,2,19/10/2018,803,6,1,1,1,1,3,1,13,3,9,9,0,0,0,0,0,0,0,0
5AJ0462,1,19/10/2018,750,6,1,1,1,1,2,2,30,3,11,0,0,0,0,0,0,0,0,0
5AJ1098,1,19/10/2018,1535,6,1,1,1,1,3,1,4,2,9,0,0,0,0,0,0,0,0,0
5AK0639,2,25/10/2018,1133,3,1,1,1,1,1,1,52,2,9,1,0,0,0,0,0,0,0,0
5AK1289,2,20/10/2018,1450,3,1,1,1,1,1,2,38,2,9,9,0,0,0,0,0,0,0,0
5AK1341,2,20/10/2018,1510,3,1,1,1,1,1,1,61,3,9,4,0,0,0,0,0,0,0,0
5AK1810,1,20/10/2018,1909,3,1,4,1,1,3,1,41,2,9,0,0,0,0,0,0,0,0,0
5AK1838,2,20/10/2018,1915,6,1,4,1,1,1,1,15,2,1,9,0,0,0,0,0,0,0,0
5AK2252,2,20/10/2018,2310,6,1,4,1,1,1,2,45,3,9,9,0,0,0,0,0,0,0,0
5AL0394,2,21/10/2018,430,6,1,4,1,1,1,2,26,3,9,9,0,0,0,0,0,0,0,0
5AL1210,2,21/10/2018,1500,6,1,1,1,1,1,1,22,2,9,4,0,0,0,0,0,0,0,0
45T0976,2,26/05/2017,1345,6,1,1,1,1,1,1,21,3,1,9,0,0,0,0,0,0,0,0
45U0281,2,30/05/2017,750,6,1,1,1,1,2,1,34,3,9,9,0,0,0,0,0,0,0,0
45U0354,1,30/05/2017,943,6,1,1,1,1,3,2,27,2,9,0,0,0,0,0,0,0,0,0
45U1422,1,30/05/2017,1524,6,1,1,1,1,2,1,74,3,11,0,0,0,0,0,0,0,0,0
45V0271,2,31/05/2017,725,6,1,7,1,1,1,2,29,3,9,9,0,0,0,0,0,0,0,0
45V0514,3,31/05/2017,1048,6,1,1,1,1,1,1,19,3,9,9,1,0,0,0,0,0,0,0
45V1173,1,31/05/2017,1609,6,1,1,1,1,3,1,3,3,9,0,0,0,0,0,0,0,0,0
45V1564,3,31/05/2017,1800,6,1,7,1,1,1,2,24,3,9,9,9,0,0,0,0,0,0,0
4610704,1,01/06/2017,1600,6,1,1,1,1,3,2,11,3,9,0,0,0,0,0,0,0,0,0
4610732,1,01/06/2017,1220,6,1,1,1,1,3,2,18,3,9,0,0,0,0,0,0,0,0,0
4610951,1,01/06/2017,1310,6,1,1,1,1,1,2,37,3,9,0,0,0,0,0,0,0,0,0
4610951,1,01/06/2017,1310,6,1,1,1,2,3,1,30,3,9,0,0,0,0,0,0,0,0,0
4611093,2,01/06/2017,1516,6,1,1,1,1,2,2,36,3,9,8,0,0,0,0,0,0,0,0
4611280,2,01/06/2017,1440,3,1,1,1,1,1,2,39,3,3,9,0,0,0,0,0,0,0,0
4611608,2,01/06/2017,1520,3,1,1,1,1,2,2,66,3,19,11,0,0,0,0,0,0,0,0
4611667,2,01/06/2017,1930,6,1,7,1,1,1,1,22,3,3,9,0,0,0,0,0,0,0,0
4620689,2,02/06/2017,1130,6,1,1,1,1,2,2,70,3,11,9,0,0,0,0,0,0,0,0
4620689,2,02/06/2017,1130,6,1,1,1,2,2,2,38,3,11,9,0,0,0,0,0,0,0,0
4620689,2,02/06/2017,1130,6,1,1,1,3,1,1,38,3,11,9,0,0,0,0,0,0,0,0
4620924,2,02/06/2017,1325,3,1,1,1,1,2,2,8,3,9,9,0,0,0,0,0,0,0,0
4620956,1,05/06/2017,1347,6,1,1,1,1,2,1,79,2,11,0,0,0,0,0,0,0,0,0
4621068,1,02/06/2017,1430,6,1,1,1,1,3,1,51,3,11,0,0,0,0,0,0,0,0,0
4630961,2,03/06/2017,1300,6,1,1,1,1,2,2,32,3,9,11,0,0,0,0,0,0,0,0
4630961,2,03/06/2017,1300,6,1,1,1,2,2,1,6,3,9,11,0,0,0,0,0,0,0,0
4630961,2,03/06/2017,1300,6,1,1,1,3,2,2,33,3,9,11,0,0,0,0,0,0,0,0
4630981,2,03/06/2017,1325,1,1,1,1,1,1,1,58,2,9,19,0,0,0,0,0,0,0,0
4630981,2,03/06/2017,1325,1,1,1,1,2,2,2,60,2,9,19,0,0,0,0,0,0,0,0
4630981,2,03/06/2017,1325,1,1,1,1,3,1,1,32,3,9,19,0,0,0,0,0,0,0,0
4630981,2,03/06/2017,1325,1,1,1,1,4,2,1,7,3,9,19,0,0,0,0,0,0,0,0
4630981,2,03/06/2017,1325,1,1,1,1,5,2,2,3,3,9,19,0,0,0,0,0,0,0,0
4631107,3,03/06/2017,1430,6,1,1,1,1,2,2,35,3,9,9,9,0,0,0,0,0,0,0
4631107,3,03/06/2017,1430,6,1,1,1,2,2,2,36,3,9,9,9,0,0,0,0,0,0,0
4631107,3,03/06/2017,1430,6,1,1,1,3,1,2,52,3,9,9,9,0,0,0,0,0,0,0
4641002,2,30/05/2017,1200,2,1,1,1,1,1,2,29,3,9,9,0,0,0,0,0,0,0,0
4641847,1,04/06/2017,2115,6,2,7,1,1,1,1,39,3,1,0,0,0,0,0,0,0,0,0
4650464,2,05/06/2017,1007,3,1,1,2,1,1,1,62,3,19,19,0,0,0,0,0,0,0,0
4650743,1,04/06/2017,930,6,1,1,1,1,3,2,80,3,9,0,0,0,0,0,0,0,0,0
4651398,2,05/06/2017,1731,6,2,7,1,1,1,2,29,3,9,9,0,0,0,0,0,0,0,0
4651445,2,05/06/2017,1750,1,2,7,2,1,1,1,29,3,9,9,0,0,0,0,0,0,0,0
4651445,2,05/06/2017,1750,1,2,7,2,2,1,2,38,3,9,9,0,0,0,0,0,0,0,0
4661041,1,06/06/2017,1455,6,1,1,5,1,3,2,12,3,9,0,0,0,0,0,0,0,0,0
4670389,3,07/06/2017,858,3,2,1,4,1,1,1,45,2,1,9,21,0,0,0,0,0,0,0
4680322,2,08/06/2017,755,3,2,1,2,1,1,1,51,2,9,1,0,0,0,0,0,0,0,0
4680655,2,08/06/2017,1120,4,2,1,5,1,1,1,22,3,11,8,0,0,0,0,0,0,0,0
4681285,2,08/06/2017,1620,3,1,1,2,1,1,1,54,2,3,9,0,0,0,0,0,0,0,0
4690514,2,09/06/2017,1020,6,2,1,1,1,1,2,53,3,8,1,0,0,0,0,0,0,0,0
4690826,2,08/06/2017,1050,6,1,1,5,1,1,2,23,3,9,1,0,0,0,0,0,0,0,0
4691344,1,09/06/2017,1520,4,1,1,1,1,3,1,12,3,9,0,0,0,0,0,0,0,0,0
4691359,3,10/06/2017,1650,4,1,1,1,1,1,2,23,3,20,9,9,0,0,0,0,0,0,0
4691359,3,10/06/2017,1650,4,1,1,1,2,2,1,2,3,20,9,9,0,0,0,0,0,0,0
4692149,1,09/06/2017,2220,3,2,4,1,1,3,1,32,2,9,0,0,0,0,0,0,0,0,0
46A0599,2,10/06/2017,1018,6,1,1,2,1,1,2,49,2,9,11,0,0,0,0,0,0,0,0
46A0922,2,10/06/2017,1324,3,2,1,1,1,2,1,22,3,9,9,0,0,0,0,0,0,0,0
46A0958,3,10/06/2017,1925,1,1,7,1,1,1,1,23,3,9,9,9,0,0,0,0,0,0,0
46A0958,3,10/06/2017,1925,1,1,7,1,2,2,2,24,3,9,9,9,0,0,0,0,0,0,0
46A0962,2,10/06/2017,1340,6,1,1,1,1,1,2,22,3,9,9,0,0,0,0,0,0,0,0
46A0962,2,10/06/2017,1340,6,1,1,1,2,1,2,35,3,9,9,0,0,0,0,0,0,0,0
46A1319,2,10/06/2017,1647,3,1,1,1,1,1,2,37,3,9,9,0,0,0,0,0,0,0,0
46A1319,2,10/06/2017,1647,3,1,1,1,2,2,1,25,3,9,9,0,0,0,0,0,0,0,0
46A1319,2,10/06/2017,1647,3,1,1,1,3,1,1,36,3,9,9,0,0,0,0,0,0,0,0
46A1319,2,10/06/2017,1647,3,1,1,1,4,2,1,6,3,9,9,0,0,0,0,0,0,0,0
46A1325,7,10/06/2017,1652,6,1,1,1,1,2,2,14,3,9,9,9,9,9,9,9,0,0,0
46B0973,1,11/06/2017,1600,6,1,1,1,1,1,1,50,2,5,0,0,0,0,0,0,0,0,0
46C0676,2,04/06/2017,1540,6,1,1,1,1,1,1,12,3,1,9,0,0,0,0,0,0,0,0
46C0943,2,12/06/2017,1400,3,1,1,1,1,1,1,58,3,21,9,0,0,0,0,0,0,0,0
46C1673,1,12/06/2017,1845,6,1,7,1,1,3,1,8,2,9,0,0,0,0,0,0,0,0,0
46C1937,1,12/06/2017,1630,3,1,1,1,1,3,1,13,3,9,0,0,0,0,0,0,0,0,0
46D0110,2,13/06/2017,140,3,1,4,1,1,1,1,39,3,9,9,0,0,0,0,0,0,0,0
46D1370,2,13/06/2017,1634,3,1,1,1,1,1,1,17,2,21,3,0,0,0,0,0,0,0,0
46E0216,2,14/06/2017,639,3,1,7,1,1,1,1,20,3,9,9,0,0,0,0,0,0,0,0
46E0760,2,14/06/2017,850,3,1,1,1,1,1,1,17,3,9,1,0,0,0,0,0,0,0,0
46E2081,1,14/06/2017,2141,4,1,4,1,1,1,2,35,3,9,0,0,0,0,0,0,0,0,0
46F0896,1,15/06/2017,1318,6,1,1,1,1,3,1,73,2,11,0,0,0,0,0,0,0,0,0
46F1168,2,15/06/2017,1513,6,1,1,1,1,1,1,12,3,1,9,0,0,0,0,0,0,0,0
46F1275,1,15/06/2017,1530,3,1,1,1,1,2,2,32,3,5,0,0,0,0,0,0,0,0,0
46G1177,2,16/06/2017,1330,6,1,1,1,1,1,2,20,3,9,9,0,0,0,0,0,0,0,0
46G1553,2,16/06/2017,1845,6,1,7,1,1,1,1,31,3,9,9,0,0,0,0,0,0,0,0
46G1933,3,16/06/2017,2042,6,1,7,1,1,1,1,25,3,11,9,9,0,0,0,0,0,0,0
46H1148,2,17/06/2017,1443,6,1,1,1,1,1,1,6,2,9,1,0,0,0,0,0,0,0,0
46H1161,2,17/06/2017,1450,4,1,1,1,1,1,1,12,2,9,1,0,0,0,0,0,0,0,0
46H1963,2,17/06/2017,2105,6,1,4,1,1,1,2,51,3,9,9,0,0,0,0,0,0,0,0
46H2217,1,17/06/2017,2256,6,1,4,1,1,3,1,40,3,11,0,0,0,0,0,0,0,0,0
46I0282,1,18/06/2017,205,3,1,7,1,1,1,2,21,3,9,0,0,0,0,0,0,0,0,0
46J0570,2,19/06/2017,935,6,1,1,1,1,1,1,37,3,19,1,0,0,0,0,0,0,0,0
46J1120,2,19/06/2017,1330,3,1,1,1,1,1,2,22,3,9,9,0,0,0,0,0,0,0,0
46J1688,5,19/06/2017,1735,3,1,7,1,1,2,2,16,3,9,9,19,9,9,0,0,0,0,0
46K0681,2,20/06/2017,1115,3,1,1,1,1,2,1,49,3,1,11,0,0,0,0,0,0,0,0
46K0681,2,20/06/2017,1115,3,1,1,1,2,2,2,54,3,1,11,0,0,0,0,0,0,0,0
46K0681,2,20/06/2017,1115,3,1,1,1,3,2,2,32,3,1,11,0,0,0,0,0,0,0,0
52A1309,2,10/02/2018,1651,3,2,4,1,1,1,2,53,3,2,9,0,0,0,0,0,0,0,0
52A1399,3,10/02/2018,1724,3,1,4,1,1,1,2,30,3,19,9,9,0,0,0,0,0,0,0
52A1718,2,10/02/2018,2009,3,2,4,2,1,1,1,28,3,4,9,0,0,0,0,0,0,0,0
52A1718,2,10/02/2018,2009,3,2,4,2,2,2,1,20,2,4,9,0,0,0,0,0,0,0,0
52B1046,1,11/02/2018,1350,6,1,1,1,1,2,1,6,3,11,0,0,0,0,0,0,0,0,0
52B1166,1,11/02/2018,1400,6,1,1,1,1,2,2,55,3,11,0,0,0,0,0,0,0,0,0
52C0465,2,12/02/2018,1000,5,1,1,1,1,1,2,64,3,9,9,0,0,0,0,0,0,0,0
52C1095,2,12/02/2018,1525,3,1,1,1,1,1,2,26,3,21,9,0,0,0,0,0,0,0,0
52C1430,2,12/02/2018,1020,3,1,1,1,1,2,2,55,3,9,11,0,0,0,0,0,0,0,0
52C1430,2,12/02/2018,1020,3,1,1,1,2,2,1,6,3,9,11,0,0,0,0,0,0,0,0
52C1751,2,12/02/2018,750,6,1,1,1,1,1,1,34,3,9,1,0,0,0,0,0,0,0,0
52C1982,2,12/02/2018,2215,6,1,4,1,1,1,1,47,3,9,9,0,0,0,0,0,0,0,0
52D0357,1,12/02/2018,1720,6,1,4,1,1,3,1,59,3,4,0,0,0,0,0,0,0,0,0
52D0371,2,13/02/2018,913,6,2,1,2,1,1,1,25,3,9,9,0,0,0,0,0,0,0,0
52D0581,2,13/02/2018,1131,3,2,1,2,1,1,1,21,3,9,9,0,0,0,0,0,0,0,0
52D0890,1,13/02/2018,1425,3,2,1,1,1,2,1,69,3,11,0,0,0,0,0,0,0,0,0
52E0249,2,14/02/2018,740,6,1,1,2,1,1,2,32,3,9,9,0,0,0,0,0,0,0,0
52E0249,2,14/02/2018,740,6,1,1,2,2,1,2,23,3,9,9,0,0,0,0,0,0,0,0
52E0458,3,14/02/2018,1015,3,2,1,1,1,1,1,71,3,9,9,19,0,0,0,0,0,0,0
52E0458,3,14/02/2018,1015,3,2,1,1,2,1,2,25,3,9,9,19,0,0,0,0,0,0,0
52E0458,3,14/02/2018,1015,3,2,1,1,3,2,1,36,3,9,9,19,0,0,0,0,0,0,0
52E1341,2,14/02/2018,1730,3,2,4,1,1,1,1,54,3,9,1,0,0,0,0,0,0,0,0
52E1362,3,14/02/2018,1804,1,2,4,2,1,1,1,67,2,9,90,9,0,0,0,0,0,0,0
52E1501,1,14/02/2018,1912,6,2,4,1,1,3,1,31,3,9,0,0,0,0,0,0,0,0,0
52F0138,1,15/02/2018,219,6,1,4,1,1,3,1,28,3,9,0,0,0,0,0,0,0,0,0
52F0953,2,17/02/2018,1630,3,2,1,1,1,1,2,74,3,9,9,0,0,0,0,0,0,0,0
52G0403,2,16/02/2018,900,6,2,1,1,1,2,2,65,2,9,9,0,0,0,0,0,0,0,0
52G0633,2,16/02/2018,1115,3,2,1,1,1,1,1,81,3,9,9,0,0,0,0,0,0,0,0
52G0633,2,16/02/2018,1115,3,2,1,1,2,1,1,70,3,9,9,0,0,0,0,0,0,0,0
52G0993,2,16/02/2018,1430,6,1,1,1,1,2,2,32,3,9,9,0,0,0,0,0,0,0,0
